Day,neg,neu,pos,compound
2021-02-05,0.03094805194805193,0.8924710743801666,0.07657851239669433,0.12567361275088548
2021-02-06,0.028126601586333167,0.8961854789505865,0.07568029286150121,0.1299644905430133
2021-02-07,0.02871782178217827,0.8909630363036374,0.08031683168316867,0.13964990099009872
2021-02-08,0.025718965822560655,0.8878551443244119,0.08642411900123846,0.15738443421285753
2021-02-09,0.027866436781609237,0.8906140229885097,0.08151632183908003,0.14961793103448295
2021-02-10,0.028736245036869005,0.8856185479296718,0.08564123652864424,0.15807597844583088
2021-02-13,0.02929584245076584,0.885486652078776,0.08521356673960613,0.14818783369803065
2021-02-14,0.026092292342229984,0.8598109254178076,0.11409353953604247,0.25590424045896565
2021-02-15,0.024734680713824994,0.8376903891636499,0.13757600516017493,0.3294081487852151
2021-02-18,0.028298580301685892,0.8868895297249333,0.08481055900621133,0.15454995563442753
2021-02-19,0.030081619110816252,0.8858657376686628,0.0840508737005082,0.14304605175846116
2021-02-22,0.03568265993265995,0.8829898989899002,0.0813240740740738,0.12456950056116707
2021-02-28,0.039711138310893485,0.8774100367197074,0.08288004895960832,0.11762913096695249
2021-03-11,0.0438663594470046,0.882870967741935,0.07325806451612903,0.07730506912442396
2021-03-12,0.03692276319143491,0.8859752740249854,0.07710247259750207,0.10674871271985731
2021-04-05,0.022363677742375968,0.8948957669549389,0.08273873463814282,0.15819740555302653
2021-04-06,0.023988739946380684,0.8909493297587187,0.0850568364611256,0.16410053619302947
2021-04-07,0.03029908393166624,0.8828982421391475,0.08680292151522613,0.14874619955434507
2021-04-08,0.027978609625668404,0.8825852941176543,0.08943475935828853,0.16209393048128357
2021-04-09,0.03853352517985604,0.8807810071942522,0.0806840287769782,0.12359053237409973
2021-04-10,0.02889753178758407,0.8880610820244412,0.08304063824482671,0.14558090251807515
2021-04-11,0.026333006375674352,0.8831074055909752,0.09055517410495352,0.17066272682687594
2021-04-12,0.026170820353063364,0.8957455867082043,0.0780799584631361,0.1420008307372792
2021-04-17,0.0296966966966967,0.8696816816816815,0.10060660660660665,0.24525015015015036
2021-04-18,0.03639570943075598,0.8937890824129157,0.06980926083262493,0.11763294392523421
2021-04-19,0.03214323865015774,0.902024520514693,0.06582811361981036,0.1273931294003402
2021-04-20,0.02887237921604365,0.9046082497721103,0.06651253418413837,0.13822176390154972
2021-04-21,0.03345153291253363,0.9010752930568106,0.06546934174932345,0.10867908025247998
2021-04-22,0.03365072520580148,0.8978034104272828,0.06853743629949002,0.12043355546844386
2021-04-23,0.03737544757033243,0.8925415174765553,0.07007740835464593,0.11513832907075951
2021-04-24,0.03592484817813755,0.8925900809716677,0.07147899797570804,0.1372792763157898
2021-05-25,0.02657937923653229,0.8994413128790549,0.07397359971459147,0.16147356403853008
2021-05-26,0.029511433238056325,0.90299183340139,0.06749244589628374,0.12243329930583954
2021-05-27,0.026871549167237028,0.90128405201917,0.07184074834588126,0.15274515172256453
2021-05-28,0.03369454615532863,0.8899460396993657,0.0763497783773365,0.14096931971478063
2021-05-29,0.030597693501885043,0.9041521401641222,0.06524440008871091,0.11137988467509413
2021-06-20,0.03604815065403715,0.8454097880018036,0.11854127198917486,0.23967726657645336
2021-06-21,0.042315511994056955,0.8456834575475297,0.11200050324714303,0.1999171080064265
2021-06-22,0.04446180191972069,0.8541936082024509,0.10134360820244463,0.1658132569808052
2021-06-23,0.041722358471284554,0.85190755501058,0.106370359016282,0.1825505994958794
2021-07-02,0.03211776940806133,0.8604240260835269,0.10745224576985715,0.22566137500702438
2021-07-03,0.030785057019268564,0.8392268973653325,0.12998084939048302,0.29141925285097614
2021-07-04,0.027392731840429535,0.8526351626456583,0.11996569497985994,0.2666512236323486
2021-07-05,0.02879704399368768,0.8513362457180425,0.11985828105154134,0.26108164812747875
2021-07-16,0.047881981981981944,0.8693513513513533,0.0827720720720722,0.12981567567567598
2021-07-17,0.03406176006314136,0.8498383977900568,0.1160916206261495,0.25364422520389307
2021-07-18,0.03175559281984792,0.8196492244369177,0.14858958039559564,0.3351076832196315
2021-07-19,0.03441899692371487,0.8378646780270335,0.12770989595935217,0.268015948290762
2021-07-20,0.04075964180648464,0.8546400607765319,0.10459266802444081,0.19339339217017537
2021-07-21,0.03154115802729283,0.8538532548636751,0.11459692631903598,0.23916456272005518
2021-07-22,0.02733285765251516,0.8479405182758825,0.12472004021665123,0.2852874031070638
2021-07-23,0.028622143103250026,0.84872197082808,0.12265002871252978,0.2715171654990193
2021-07-24,0.028616196196819436,0.8518102766798534,0.11956966792194319,0.27417834801282837
2021-07-25,0.02628822465328634,0.8683143250926022,0.10539305711086216,0.2533825135670584
2021-07-26,0.027124149721726786,0.89505943763413,0.07781528500236447,0.15591678731221004
2021-07-27,0.027818540292515216,0.8575233725265318,0.11465643819902373,0.26702165184972443
2021-07-28,0.02666180362791324,0.8674030081983053,0.10593447808404893,0.24886394680782117
2021-07-29,0.017433224755700447,0.8367075759168144,0.145855521698005,0.38787399915944415
2021-07-30,0.028871118983121183,0.8589498072515007,0.11217461971243707,0.2553786570118836
2021-08-04,0.028585448392554974,0.8818725324309096,0.08953750705019739,0.20667332205301722
2021-08-05,0.02599469454630589,0.879185222751038,0.09482016072403807,0.22980902707341727
2021-08-06,0.023161863082213338,0.87478699593624,0.10204670209440482,0.26480838386995625
2021-08-07,0.025442059760351913,0.8736669952980471,0.10089617776429484,0.24861069315941145
2021-08-08,0.027197877874327436,0.8607723887214003,0.11202193060235173,0.2579386918484386
2021-08-09,0.025643801050447623,0.8514365712789413,0.12291717911815095,0.31069538139470193
2021-08-14,0.025393434232653445,0.8451784748117454,0.12942728668567768,0.31791478394384626
2021-08-15,0.027932504735635095,0.8486187896713181,0.12344617992090658,0.28680760360241275
2021-08-16,0.025385150955021373,0.8559699630314151,0.11864393099199091,0.28868098274800186
2021-08-17,0.02573959454102703,0.8466916020159667,0.12756866187213223,0.30969484965173466
2021-08-18,0.024682789651293488,0.8431811023622077,0.1321361864650637,0.32712735501084556
2021-08-19,0.027148196778711577,0.8595134220354762,0.11333616363211936,0.2640177987861789
2021-08-20,0.025291720750299014,0.8598657198849594,0.11484126135756237,0.26818911710060794
2021-08-21,0.026150988286969348,0.8585056734992611,0.11534159956076155,0.2635560120790619
2021-08-23,0.028444920498905037,0.8640000952108933,0.1075553651337706,0.2312687517852017
2021-08-24,0.026392752276528656,0.8532991265564125,0.12030752648206523,0.2830529343988157
2021-08-25,0.02084920179410315,0.8267743341197836,0.1523775907148671,0.3832253300172637
2021-08-26,0.02417900730225209,0.8441485216769421,0.1316717305826473,0.32161887351274565
2021-09-10,0.030197362824329894,0.8535306252658572,0.1162730752871122,0.25946048915355374
2021-10-18,0.02382688558679552,0.8635562968418328,0.11261499805051453,0.27319458909154704
2021-10-19,0.024670923101116612,0.8631852335272885,0.11214071394873464,0.25780640666771365
2021-10-20,0.022820866023836678,0.8735289273522227,0.10364697251003266,0.24276720967838977
2021-10-21,0.027633919728340357,0.8634346318917244,0.10892496344856789,0.25743085176625846
2021-10-22,0.02317349155636714,0.8509593975353698,0.1258670743952518,0.30292062802373304
2021-10-23,0.02234491157739816,0.8524174257224707,0.12523172557278026,0.3134432978966302
2021-10-27,0.0313913043478267,0.8498140426114227,0.11881700807518726,0.2648738993567296
2021-10-28,0.028068241960920247,0.8593630750314257,0.11257632781802195,0.2588601106626474
2021-10-29,0.023556877531070206,0.8634426476749079,0.11299240329563254,0.27341853372435226
2021-11-04,0.02402491418874615,0.8611359095992881,0.11483578232866784,0.27903822361063363
2021-11-05,0.024241191345883706,0.8602993537510674,0.1154584433829748,0.278194613655529
2021-11-06,0.02134695080678663,0.8630140177733292,0.11564383501823018,0.2885705692264065
2021-11-11,0.027034812836918897,0.8639596957025565,0.10899919391404958,0.25641019194921555
2021-11-12,0.02886226102664481,0.8554011490792441,0.11574471875156984,0.2735264865271705
2021-11-18,0.03218618358794191,0.8682157631472087,0.09959745842909498,0.2085976341760239
2021-11-19,0.03196828275351574,0.8633637305699926,0.10466561806069209,0.2341051165803143
"['Airdrop',",0.0,1.0,0.0,0.0
['Bitcoin'],0.0,1.0,0.0,0.0
"['ETH',",0.0,1.0,0.0,0.0
"['PW',",0.0,1.0,0.0,0.0
"['YieldFarming',",0.0,1.0,0.0,0.0
['bitcoin'],0.0,1.0,0.0,0.0
['btc'],0.0,1.0,0.0,0.0
"['cryptocurrency',",0.0,1.0,0.0,0.0
"['cryptotrading',",0.0,1.0,0.0,0.0
